"id1","rank_number","char","cls","atr","bg","rarityscore"
2790,3672,"Shiba Inu","Peddler_v1_c1","Mustache","A2",115.23368774967501
2791,3115,"Cat","Detective_v2_c3","None","A2",123.55550860768984
2792,1594,"Cat","Pirate_v2_c1","Techno Skin Blue","E3",152.58024178682865
2793,3734,"Black Cat","Bard_v1_c1","Beard","D3",114.59244133236933
2794,4155,"Crow","Bard_v2_c2","Bubble Pipe","A1",110.3552336203045
2795,466,"Nega Tiger","Farmer_v1_c2","Beard","E2",200.51717869935462
2796,1693,"Crow","Peddler_v3_c3","None","B2",150.4312391036017
2797,1949,"Dog","Fighter_v3_c3","Ice Hands","E2",145.48980772068037
2798,3566,"Red Panda","Farmer_v1_c2","Monocle","A1",116.62292132091991
2799,2317,"Frog","Farmer_v2_c2","Marked Skin 2","D2",136.71351795121817
2800,3048,"Crow","Magician_v4_c3","Monocle","A2",125.07936836898567
2801,2190,"Cat","Pirate_v2_c3","Antlers","B3",140.10373150636082
2802,450,"Nega Tiger","Mercenary_v1_c3","None","E2",201.863818921678
2803,2776,"Rabbit","Mercenary_v1_c3","Antlers","A1",129.72296040404603
2804,2691,"Black Red Panda","Farmer_v2_c1","Tattoo 5","F3",131.10537855048364
2805,2031,"Red Black Panda","Farmer_v2_c1","Beard","A1",144.00356196787686
2806,2408,"Black Red Panda","Peddler_v2_c2","None","F2",135.56994593630222
2807,1207,"Gator","Magician_v2_c1","Tattoo 3","A1",162.73324210217226
2808,3649,"Owl","Farmer_v2_c2","Aura Aqua","A1",115.46261665301905
2809,1457,"Red Panda","Peddler_v3_c2","None","C1",155.79626483527565
2811,2930,"Frog 2","Peddler_v2_c3","Tattoo 5","E1",126.88591436977134
2812,2354,"Rabbit","Mercenary_v1_c1","Aura Purple","E2",136.217304009123
2813,574,"Red Gator","Magician_v3_c2","Monocle","B2",191.33860378590242
2814,75,"Nega Tiger","Knight_v2_c3","None","D2",288.4604920935661
2815,404,"Dog","Knight_v1_c2","Robotic Hand","A3",207.2774106992376
2816,2917,"Husky","Peddler_v1_c2","Techno Skin Blue","D1",127.0754931166424
2817,1636,"Rabbit","Mercenary_v2_c3","Fire Eyes","C3",151.54218570281472
2818,1171,"Husky","Hunter_v3_c1","Horns 2","E1",163.93067447078147
2819,2750,"Black Red Panda","Farmer_v2_c3","Tattoo 2","B3",130.2895248953903
2820,3153,"Husky","Farmer_v1_c3","Mutton Chop","A3",122.90029141379503
2821,4512,"Goat","Hunter_v2_c1","Pipe","A1",105.2975446391306
2822,3210,"Shiba Inu","Farmer_v3_c1","Bandana","F3",121.99136686112354
2823,1720,"Dog","Detective_v2_c1","Bubble Pipe","A2",149.90505132715833
2824,3099,"Husky","Magician_v1_c2","Monocle","F2",123.95281959296705
2825,3501,"Platypus","Mercenary_v2_c3","None","D2",117.3851821439062
2826,3339,"Shiba Inu","Peddler_v1_c2","Aura Purple","E2",119.86001946640471
2827,4682,"Dog","Peddler_v1_c1","None","D2",95.50491733803754
2828,1038,"Black Red Panda","Magician_v3_c3","Mustache","E2",167.64310290112408
2829,3317,"Black Cat","Farmer_v3_c2","Marked Skin","D1",120.2710513763998
2830,2501,"Frog 2","Mercenary_v2_c2","Rock Hands","E3",133.9566695291636
2831,306,"Owl","Knight_v1_c3","Mutton Chop","E3",218.43946908808988
2832,1632,"Crow","Peddler_v2_c3","Marked Skin 2","A1",151.6370560566341
2833,2844,"Crow","Farmer_v1_c2","Crystal Necklace","D2",128.11401489010186
2834,682,"Red Panda","Detective_v2_c1","Mohawk","F3",184.9069009222711
2835,1299,"Stag","Hunter_v3_c2","None","C1",160.4065786553414
2836,2605,"Crow","Mercenary_v1_c2","Cigar","A2",132.55058049019777
2837,4394,"Crow","Hunter_v1_c2","Tattoo 5","E3",107.75065410472389
2838,546,"Husky","Detective_v3_c2","Mutton Chop","A3",193.34314855665218
2839,3933,"Frog","Peddler_v1_c2","Bubble Pipe","D3",112.52572753268984
2840,1425,"Crow","Magician_v3_c2","Robotic Hand","E1",156.4053053200027
2841,3140,"Husky","Fighter_v3_c2","Ice Hands","B1",123.09007300798321
2842,4283,"Owl 2","Magician_v4_c3","None","D3",109.37919424974962
2843,4901,"Cat","Medic_v1_c3","None","E2",88.87193922767061
2844,2295,"Platypus","Magician_v1_c2","Black Eyes","A1",137.44093867644972
2845,1091,"Owl","Magician_v4_c1","Lava Hands","E1",165.9667518726008
2846,2426,"Husky","Bard_v2_c2","Mohawk","E2",135.1025413948
2847,3630,"Owl","Farmer_v3_c1","Marked Skin","A2",115.76262401425774
2848,928,"Rabbit","Hunter_v3_c3","Head Tech","E2",172.33388766174116
2849,2278,"Rabbit","Mercenary_v1_c1","White Eyes","D2",137.77754022779195
2850,2628,"Goat","Mercenary_v3_c1","Earring","B2",132.22855090628798
2851,4040,"Owl","Hunter_v2_c1","Aura Aqua","A2",111.54313551358145
2852,2138,"Owl 2","Pirate_v2_c2","Tattoo 3","D2",141.2456085408226
2853,3838,"Owl 2","Peddler_v2_c3","None","A1",113.68506487325566
2854,2513,"Goat","Farmer_v3_c1","Horns 2","F3",133.86357911999738
2855,823,"Red Panda","Mercenary_v2_c3","Feathered Wings","B1",178.11534129731885
2856,3604,"Crow","Farmer_v3_c3","Horns","E1",116.04021407942085
2857,4336,"Gator","Bard_v1_c1","None","D1",108.48481095756495
2858,3485,"Frog 2","Magician_v1_c2","Aura Aqua","E3",117.80342459482624
2859,4905,"Crow","Bard_v1_c1","None","A1",88.37794537547764
2860,3465,"Red Panda","Hunter_v1_c3","Tattoo 2","B3",118.09954065306056
2861,809,"Dog","Pirate_v3_c1","Pipe","A3",178.59027430621884
2862,421,"Panda","Knight_v1_c3","None","D3",205.30353241875216
2863,325,"Goat","Peddler_v3_c1","Laser Eyes","A3",216.42661479255932
2864,4478,"Owl","Magician_v4_c3","None","D2",106.33704319002338
2865,1896,"Gator","Magician_v4_c1","Mustache","A1",146.76332461088566
2866,3296,"Goat","Hunter_v2_c1","Horns 2","A2",120.57155735032654
2867,4440,"Dog","Fighter_v3_c1","Tattoo 3","A3",106.66784815081398
2868,4241,"Owl 2","Bard_v2_c3","Tattoo 1","A3",109.62381053794786
2869,2592,"Shiba Inu","Peddler_v1_c2","Crystal Necklace","B3",132.71824615356257
2870,4707,"Cat","Bard_v2_c2","None","E2",94.75150997488842
2871,4688,"Frog 2","Farmer_v2_c2","None","D2",95.44920360111576
2872,2933,"Frog","Detective_v2_c3","None","D1",126.78059851546112
2873,499,"Crow","Medic_v3_c2","Aura Aqua","C3",197.23730253101067
2874,4234,"Red Panda","Fighter_v1_c3","Tattoo 1","A2",109.68895320575267
2875,3225,"Shiba Inu","Bard_v3_c2","Earring","A2",121.75538127354245
2876,2014,"Frog","Peddler_v1_c3","None","A2",144.15743212211333
2877,1287,"Dog","Fighter_v3_c1","Feathered Wings","C1",160.79982424982427
2878,2451,"Crow","Bard_v3_c2","Techno Skin Purple","A2",134.6817723442744
2879,1813,"Black Cat","Detective_v2_c2","Antlers","E2",148.14111950374655
2880,2262,"Red Panda","Mercenary_v3_c1","Beard","E2",138.08022830466183
2881,1260,"Crow","Detective_v3_c3","None","A3",161.72676522365606
2882,1218,"Gator","Magician_v4_c1","Crystal Necklace","E1",162.4935084712676
2883,2688,"Red Panda","Mercenary_v1_c2","Antlers","A1",131.23050132261756
2884,4127,"Owl 2","Hunter_v2_c2","Bandana","D1",110.5497312057525
2885,2327,"Panda","Hunter_v1_c3","Sunglasses","A1",136.4846073136901
2886,4272,"Owl 2","Fighter_v1_c3","Tattoo 4","A2",109.48937057754829
2887,4866,"Frog","Hunter_v2_c3","None","B1",90.75557706043638
2888,3720,"Red Panda","Hunter_v2_c3","Aura Purple","E1",114.73606092294045
2889,4566,"Goat","Bard_v3_c2","None","A2",103.06576545544668
2890,1857,"Husky","Bard_v3_c2","Marked Skin 2","B2",147.27547169620627
2891,57,"Husky","Mercenary_v2_c3","Dragon Wings","A1",297.9808025086462
2892,537,"Rabbit","Pirate_v1_c3","Horns 2","A3",193.98050588098434
2893,213,"Gold Hart","Hunter_v3_c1","Tattoo 2","A1",233.77499230826766
2894,3552,"Owl 2","Peddler_v2_c1","None","E1",116.78276447071856
2895,74,"Shiba Inu","Medic_v3_c3","Tattoo 1","D3",289.29104766689017
2896,1756,"Owl","Magician_v2_c3","Tattoo 3","D1",149.06962015009162
2897,291,"Dog","Knight_v2_c3","White Eyes","E1",220.68358882062162
2898,4129,"Frog","Mercenary_v1_c2","None","A1",110.54063580563381
2899,3980,"Goat","Magician_v1_c1","Antlers","B1",112.0288838527969
2900,1789,"Crow","Magician_v3_c1","Pipe","E2",148.67809095287606
2901,1312,"Owl 2","Hunter_v3_c2","Tattoo 2","E3",159.50033747223472
2902,1518,"Owl","Bard_v2_c3","Unicorn","B1",154.15539398884093
2903,2916,"Cat","Bard_v3_c1","Fire Eyes","B3",127.0844804444337
2904,67,"White Tiger","Knight_v2_c2","Earring","A2",292.12668097205386
2905,802,"Dog","Detective_v3_c3","Bubble Pipe","A1",178.72624202366586
2906,2449,"Husky","Hunter_v1_c1","Mohawk","D3",134.78923023047298
2907,1772,"Owl","Peddler_v3_c1","Pipe","E3",148.84199221184588
2908,4402,"Black Cat","Hunter_v2_c2","Earring","E3",107.58650007003412
2909,2406,"Crow","Farmer_v2_c3","Marked Skin 2","B3",135.61351429666993
2910,3326,"Goat","Farmer_v2_c3","Sunglasses","E3",120.03640698422676
2911,4138,"Cat","Mercenary_v2_c1","None","A3",110.49559639248723
2912,2692,"Owl 2","Medic_v1_c3","Black Eyes","A3",131.08345047862227
2913,4854,"Husky","Fighter_v3_c1","None","A2",91.21348534695854
2914,1356,"Shiba Inu","Magician_v4_c1","Marked Skin 2","B2",158.4087203450892
2915,2335,"Platypus","Fighter_v1_c1","Black Eyes","A1",136.3900009100388
2916,2304,"Shiba Inu","Magician_v3_c1","None","B1",137.24845231273787
2917,3504,"Black Cat","Fighter_v1_c3","Mustache","B3",117.32209577609154
2918,3139,"Cat","Bard_v2_c1","Sunglasses","C1",123.12534400034399
2919,1662,"Shiba Inu","Peddler_v1_c3","None","B1",150.9456745349601
2920,2373,"Dog","Mercenary_v2_c2","Horns","B3",135.98170773255487
2921,1375,"Dog","Magician_v2_c1","Sunglasses","A2",157.6534346621696
2922,711,"Crow","Detective_v3_c3","Monocle","A3",183.79645831828523
2923,29,"Tiger","Pirate_v3_c3","Crystal Necklace","A1",334.723641623066
2924,718,"Gator","Peddler_v1_c3","Spiked Body","A2",183.59599049258256
2925,3496,"Platypus","Bard_v2_c3","Aura Purple","A3",117.52652001524234
2926,4033,"Husky","Fighter_v1_c2","Tattoo 2","A1",111.57530945097922
2927,945,"Red Panda","Detective_v2_c3","Marked Skin 2","D2",171.20319723428807
2928,3343,"Owl 2","Farmer_v2_c1","Bandana","C1",119.60300546761046
2929,3613,"Owl 2","Medic_v1_c3","Rock Hands","B1",115.96969922268738
2930,3279,"Red Panda","Fighter_v1_c2","Monocle","B1",120.87818386821769
2931,738,"Shiba Inu","Magician_v1_c1","Laser Eyes","E1",182.2683062365475
2932,2885,"Black Cat","Hunter_v1_c3","Techno Skin Purple","A3",127.50075313335299
2933,3601,"Black Red Panda","Fighter_v3_c1","None","F3",116.08572630552769
2934,894,"Frog 2","Bard_v2_c3","Fire Skin","A3",174.14356019036566
2935,472,"Frog","Knight_v2_c3","None","B2",200.15857470593727
2936,3286,"Owl 2","Farmer_v2_c1","Aura Aqua","B2",120.69500579175772
2937,2673,"Frog 2","Peddler_v2_c1","Mustache","A2",131.42269792087697
2938,3662,"Cat","Mercenary_v1_c3","None","D2",115.35596403691034
2939,1244,"Shiba Inu","Hunter_v3_c3","Beard","C2",162.13355237106785
2940,4389,"Black Red Panda","Bard_v2_c3","None","A2",107.76046521273035
2941,3983,"Rabbit","Hunter_v1_c1","Antlers","D1",112.01634422979444
2942,107,"Red Gator","Bard_v3_c3","Tattoo 5","A3",266.3060903882849
2943,4121,"Owl","Hunter_v1_c3","Tattoo 4","D1",110.59132266319679
2944,3569,"Dog","Farmer_v1_c3","Bandana","C2",116.58572664996495
2945,897,"Goat","Hunter_v3_c1","Mohawk","D1",174.03595478340557
2946,1183,"Stag","Peddler_v3_c1","Earring","E1",163.47585752225646
2947,2553,"Goat","Fighter_v1_c3","Head Tech","E3",133.19383719769144
2948,2414,"Red Panda","Mercenary_v3_c1","Earring","D2",135.49863919302447
2949,3795,"Crow","Mercenary_v3_c1","None","A2",113.86407779007978
2950,3219,"Shiba Inu","Bard_v2_c1","White Eyes","C1",121.79136740401145
2951,3761,"Goat","Bard_v1_c1","Antlers","C1",114.31051409304834
2952,1846,"Goat","Peddler_v1_c3","None","B3",147.3492369028125
2953,2284,"Red Panda","Detective_v2_c1","None","E3",137.636697448528
2954,2202,"Shiba Inu","Magician_v3_c2","None","D2",139.71565383102634
2955,689,"Red Panda","Medic_v3_c2","Tattoo 3","A2",184.52006468917952
2956,3388,"Red Panda","Farmer_v3_c3","Robotic Hand","E3",119.10197684091739
2957,2926,"Cat","Mercenary_v1_c2","Tattoo 4","E3",126.9623424164122
2958,4505,"Crow","Bard_v2_c1","Tattoo 5","B1",105.71913912430217
2959,4215,"Black Cat","Farmer_v1_c3","Tattoo 5","A2",109.81268833838756
2960,1986,"Crow","Pirate_v1_c2","Rock Hands","E1",144.96977656304537
2961,4747,"Dog","Farmer_v3_c3","None","E3",93.75191283285281
2962,4022,"Platypus","Fighter_v1_c3","Bandana","A3",111.69213070226525
2963,25,"Dog","Knight_v1_c1","Diamond Hands","A1",353.1292740624637
2964,2214,"Black Red Panda","Fighter_v1_c3","Mutton Chop","A3",139.44727127956685
2965,1148,"Platypus","Magician_v2_c2","Marked Skin","C1",164.81717472317033
2966,2394,"Owl 2","Mercenary_v2_c3","Robotic Hand","A3",135.76580873582841
2967,2658,"Panda","Bard_v2_c1","Sunglasses","A3",131.66702510082678
2968,459,"Frog","Medic_v3_c2","Crystal Necklace","E3",201.003655187856
2969,3787,"Owl","Bard_v3_c1","Tattoo 2","D2",113.93382190150798
2970,2957,"Husky","Hunter_v1_c2","Pipe","G1",126.50105495734691
2971,166,"Black Cat","Mercenary_v3_c3","Earring","E2",246.35835764385703
2972,3544,"Red Panda","Farmer_v3_c2","Horns","A1",116.86224378257785
2973,614,"Dog","Medic_v3_c2","Mustache","B2",188.36200833437093
2974,3614,"Platypus","Farmer_v1_c3","Beard","E3",115.94580677666748
2975,2446,"Crow","Hunter_v1_c1","Mohawk","D1",134.84494396739478
2976,545,"Red Black Panda","Pirate_v2_c2","Horns 2","C2",193.39070158102763
2977,1080,"Cat","Mercenary_v3_c2","Cigar","A3",166.1857440325709
2978,4704,"Black Cat","Fighter_v3_c1","None","A1",94.79669432240662
2979,4064,"Dog","Hunter_v2_c3","White Eyes","E1",111.21158109861395
2980,3078,"Red Black Panda","Farmer_v1_c3","None","A2",124.47458628926752
2981,2762,"Shiba Inu","Magician_v4_c3","Rock Hands","E2",130.096153311247
2982,1894,"Husky","Hunter_v3_c1","Tattoo 4","E2",146.77852037834742
2983,3177,"Frog","Pirate_v2_c3","None","D3",122.67143184879444
2984,4629,"Owl 2","Fighter_v1_c2","None","E2",96.90109145718952
2985,2232,"Cat","Hunter_v3_c3","None","F2",139.00191213068453
2986,287,"Dog","Knight_v1_c3","Fire Eyes","B1",221.05449499073197
2987,4109,"Goat","Farmer_v2_c2","Tattoo 1","B3",110.67738822719144
2988,2016,"Cat","Peddler_v3_c2","None","A3",144.11605093794176
2989,1221,"Owl 2","Magician_v1_c3","Tattoo 1","A1",162.44490262714714
2990,4529,"Frog 2","Bard_v2_c1","Bubble Pipe","A2",104.41629090718989
2991,3659,"Goat","Peddler_v2_c1","None","D1",115.36624666360927
2992,4878,"Crow","Medic_v1_c3","None","B2",90.6304768028394
2993,1405,"Shiba Inu","Peddler_v2_c1","Marked Skin 2","A2",156.89998997867747
2994,1674,"Shiba Inu","Magician_v3_c3","Bandana","A2",150.72917766375105
2995,1466,"Owl 2","Pirate_v1_c2","Aura Purple","C3",155.5378998109352
2996,2448,"Cat","Pirate_v2_c3","Tattoo 3","A1",134.83394024001325
2997,3178,"Frog 2","Farmer_v3_c3","Sunglasses","D3",122.65271099009317
2998,2817,"Goat","Peddler_v2_c1","Tattoo 1","E1",128.77771861153366
2999,1216,"Owl 2","Fighter_v3_c3","Mohawk","E2",162.53034300788477
3000,4798,"Frog 2","Medic_v1_c1","None","D1",92.42573904189359
3001,1969,"Frog 2","Mercenary_v1_c3","Techno Skin Purple","E3",145.2193428647217
3002,1082,"Crow","Detective_v2_c2","Mohawk","A1",166.1516389438528
3003,2744,"Frog 2","Magician_v3_c1","None","A1",130.35206421085417
3004,206,"Owl 2","Knight_v1_c1","Black Eyes","E3",235.92989188107683
3005,1370,"Black Red Panda","Detective_v2_c1","None","C3",157.71105098085235
3006,3214,"Rabbit","Bard_v2_c3","Monocle","C1",121.86600479392105
3007,3239,"Cat","Bard_v1_c1","Techno Skin Purple","E2",121.45684636793283
3008,3111,"Panda","Bard_v1_c1","Tattoo 1","B2",123.62419416600187
3009,3608,"Husky","Peddler_v1_c2","Marked Skin","E3",116.00521465221811
3010,1871,"Dog","Magician_v2_c3","Bandana","A3",147.13756386992063
3011,1431,"Red Gator","Bard_v3_c2","Pipe","D3",156.2475712889876
3012,249,"Gator","Knight_v1_c3","White Eyes","B1",227.68155805154603
3013,1605,"Red Black Panda","Fighter_v3_c1","Tattoo 2","F2",152.40963360311187
3014,4165,"Shiba Inu","Fighter_v3_c1","Tattoo 3","A1",110.26312017361941
3015,3311,"Shiba Inu","Magician_v1_c1","Horns","D3",120.35353715759753
3016,529,"Panda","Hunter_v3_c2","Mohawk","E3",194.31083256277648
3017,845,"Cat","Magician_v1_c1","Laser Eyes","A2",177.2208949796299
3018,1766,"Red Black Panda","Farmer_v3_c3","Robotic Hand","E2",148.97565250849388
3019,851,"Frog","Detective_v2_c1","Head Tech","D1",176.5263588238096
3020,2052,"Owl 2","Peddler_v2_c3","Ice Hands","B2",143.4171354893027
3021,2443,"Husky","Bard_v2_c3","Head Tech","B1",134.85824030697978
3022,2378,"Stag","Pirate_v2_c1","None","A3",135.95231706679178
3023,3031,"Husky","Peddler_v2_c2","Tattoo 4","A3",125.45953490052139
3024,876,"Cat","Magician_v1_c3","Marked Skin","F3",174.73561859010758
3025,144,"Black Cat","Bard_v3_c3","Sunglasses","E2",250.2499560454554
3026,2711,"Husky","Peddler_v2_c3","Bubble Pipe","B1",130.6737110297881
3027,740,"Black Cat","Pirate_v3_c1","Pipe","A2",182.09940231885153
3028,1626,"Owl","Medic_v1_c3","Feathered Wings","B3",151.88191567657887
3029,4742,"Rabbit","Hunter_v1_c3","None","E2",93.81313284307204
3030,4482,"Crow","Farmer_v1_c2","Tattoo 5","A2",106.28885132883629
3031,2359,"Shiba Inu","Mercenary_v2_c3","Robotic Hand","A1",136.16056150992182
3032,66,"Red Gator","Bard_v3_c3","Fire Eyes","F2",292.4929981381481
3033,2805,"Cat","Detective_v2_c2","None","B2",128.91023528472556
3034,810,"Stag","Detective_v1_c3","Mutton Chop","A3",178.58219191448748
3035,1219,"Panda","Peddler_v3_c1","Tattoo 1","A2",162.48502701161908
3036,1229,"Frog 2","Peddler_v3_c3","Tattoo 1","A3",162.36061784535434
3037,637,"Husky","Detective_v3_c3","Aura Purple","D3",187.37846668367496
3038,2660,"Panda","Bard_v3_c1","Tattoo 5","C1",131.64492739403454
3039,1653,"Husky","Magician_v3_c2","Pipe","E2",151.1127812563583
3040,81,"Owl","Medic_v3_c3","Tattoo 3","E2",284.28330479714515
3041,319,"Nega Tiger","Bard_v2_c2","Crystal Necklace","E2",216.69371851436526
3042,4371,"Dog","Farmer_v2_c3","Bandana","A2",107.9879342380814
3043,2471,"Frog 2","Detective_v1_c1","None","E1",134.27989848845175
3044,3956,"Shiba Inu","Bard_v1_c2","Robotic Hand","A1",112.25268272204303
3045,4930,"Frog 2","Medic_v1_c2","None","A3",86.53200386768665
3046,901,"Owl 2","Detective_v3_c2","None","F2",173.51036788733305
3047,1123,"Shiba Inu","Detective_v1_c1","Sunglasses","E1",165.19124995949122
3048,337,"White Tiger","Detective_v2_c2","None","D1",215.03670834869862
3049,1178,"Husky","Peddler_v3_c2","Beard","A1",163.57460388271073
3050,3521,"Shiba Inu","Farmer_v2_c3","Marked Skin","A1",117.18819565989145
3051,461,"Gator","Detective_v3_c2","Cigar","A3",200.73798240266646
3052,2098,"Red Gator","Fighter_v1_c2","Bandana","A2",142.21423241655347
3053,774,"Nega Tiger","Hunter_v2_c1","None","B3",179.87829194152943
3054,65,"Owl","Medic_v3_c3","Robotic Hand","B1",292.7966054734348
3055,2645,"Stag","Mercenary_v1_c3","None","B3",131.82422766538716
3056,4728,"Dog","Bard_v3_c1","None","D1",94.43819881056142
3057,3527,"Owl","Farmer_v2_c1","Aura Purple","B2",117.10388391233413
3058,2636,"Rabbit","Detective_v1_c2","None","E1",131.95776881956405
3059,2267,"Red Panda","Mercenary_v1_c1","Aura Purple","A3",137.9893611333702
3060,2755,"Stag","Mercenary_v1_c2","None","D2",130.186960805491
3061,3759,"Frog 2","Peddler_v1_c1","Robotic Hand","A3",114.31879841159117
3062,3489,"Frog 2","Fighter_v1_c1","Pipe","F2",117.69569781448976
3063,4446,"Frog","Bard_v1_c1","Tattoo 4","B3",106.6418343532479
3064,3520,"Goat","Fighter_v3_c2","Tattoo 3","F1",117.1956300552984
3065,879,"Gator","Fighter_v3_c2","Feathered Wings","B2",174.56764481956534
3066,2893,"Panda","Mercenary_v2_c2","None","A3",127.43712047686844
3067,3487,"Frog 2","Hunter_v2_c2","Monocle","F3",117.80071752666301
3068,793,"Frog","Peddler_v1_c3","Techno Skin Purple","D3",178.99852891871234
3069,4045,"Crow","Hunter_v2_c2","Aura Purple","E1",111.45569000950503
3070,523,"Tiger","Hunter_v3_c2","White Eyes","B3",194.7152138105792
3071,3060,"Panda","Farmer_v1_c3","Tattoo 1","E3",124.81190915258607
3072,3008,"Black Red Panda","Hunter_v2_c1","Beard","E2",125.80133287649926
3073,1302,"Rabbit","Magician_v3_c1","Ice Hands","B3",160.2752142524356
3074,468,"Platypus","Detective_v3_c2","Crystal Necklace","E1",200.47264068532047
3075,2739,"Cat","Magician_v3_c3","None","A2",130.40411971880096
3076,3025,"Frog","Peddler_v2_c3","Tattoo 5","A1",125.56028805058976
3077,1686,"Panda","Detective_v1_c2","None","D3",150.51464352986326
3078,966,"Stag","Magician_v2_c3","Tattoo 5","F1",170.329590073424
3079,2093,"Panda","Magician_v4_c3","White Eyes","A3",142.2749239119434
3080,420,"Gator","Knight_v1_c3","None","B3",205.3263374727702
3081,941,"Crow","Magician_v3_c3","Marked Skin 2","A2",171.5566301508914
3082,2270,"Frog 2","Pirate_v2_c2","Tattoo 3","B2",137.94356800079754
3083,611,"Goat","Knight_v2_c1","None","D1",188.4180985154611
3084,1277,"Gator","Mercenary_v3_c2","None","A1",161.0465242543794
3085,1620,"Owl 2","Magician_v2_c3","None","G1",152.02869949533857
3086,938,"Goat","Magician_v3_c1","Marked Skin 2","A1",171.6163785609566
3087,2242,"Cat","Hunter_v3_c2","None","B1",138.7387703488622
3088,511,"Owl 2","Peddler_v3_c2","Black Eyes","C1",196.1231583273856
3089,503,"Tiger","Detective_v1_c1","Fire Aura","B1",196.75017331043085
3090,2026,"Husky","Magician_v1_c3","None","A3",144.06033720102
3091,2087,"Tiger","Farmer_v2_c2","Tattoo 5","E1",142.46448369600836
3092,2213,"Owl 2","Magician_v4_c1","Spiked Body","B1",139.47254091464671
3093,647,"Goat","Pirate_v3_c2","Pipe","C1",187.04620747120748
3094,856,"Red Panda","Hunter_v3_c1","Crystal Necklace","F2",175.91229156926912
3095,683,"Nega Tiger","Bard_v2_c2","None","D2",184.8680551187761
3096,4487,"Shiba Inu","Hunter_v2_c3","Earring","A1",106.21084130431926
3097,3811,"Owl","Mercenary_v1_c2","None","D2",113.8082553112355
3098,1734,"Goat","Detective_v2_c2","Horns","E1",149.54742976159025
3099,4845,"Crow","Fighter_v3_c1","None","A1",91.27285731285534
3100,1268,"Red Panda","Detective_v1_c1","Rock Hands","B1",161.48259757045747
3101,2306,"Owl 2","Peddler_v2_c2","Tattoo 4","F1",137.11561087005364
3102,4178,"Goat","Medic_v1_c2","Monocle","E2",110.10925403492148
3103,3427,"Frog","Farmer_v1_c2","Sunglasses","A3",118.58931320525775
3104,1433,"Frog","Magician_v3_c3","Spiked Body","B3",156.20513914776845
3105,622,"Panda","Hunter_v3_c1","Mohawk","A2",187.7523889600155
3106,3022,"Owl 2","Hunter_v1_c3","Fire Aura","D2",125.6094434068689
3107,2840,"Cat","Magician_v1_c2","Techno Skin Blue","D2",128.22795217436635
3108,142,"Husky","Mercenary_v3_c3","Monocle","B2",251.467654358745
3109,3602,"Frog","Peddler_v1_c2","White Eyes","E2",116.06567794585477
3110,2483,"Cat","Fighter_v1_c1","Head Tech","E1",134.13794367996712
3111,3588,"Dog","Medic_v1_c2","Ice Hands","D1",116.30873745271191
3112,1443,"Frog","Hunter_v3_c3","Marked Skin","D2",155.98403273725054
3113,4457,"Goat","Farmer_v2_c3","Earring","A3",106.47938147032602
3114,3011,"Gator","Farmer_v3_c3","Tattoo 1","E2",125.78147950129565
3115,3684,"Crow","Bard_v3_c1","White Eyes","E3",115.04001741605502
3116,723,"Panda","Detective_v2_c2","Mohawk","A2",183.089504799259
3117,1529,"Frog","Magician_v2_c1","Monocle","E3",153.99170577040786
3118,1503,"Frog 2","Detective_v2_c3","White Eyes","F2",154.4066028389387
3119,203,"Red Panda","Bard_v3_c3","Earring","A3",236.5008050598141
3120,2382,"Dog","Mercenary_v1_c1","White Eyes","E3",135.91197508801267
3121,4227,"Husky","Bard_v2_c2","Tattoo 5","E1",109.74607479757884
3122,1240,"Red Black Panda","Farmer_v1_c3","Tattoo 2","G1",162.2359017190539
3123,343,"Crow","Knight_v1_c1","Monocle","E2",214.34097994578534
3124,3351,"Husky","Medic_v1_c3","Horns 2","A1",119.55060159094526
3125,4090,"Stag","Hunter_v1_c1","None","D3",110.92946493941145
3126,4773,"Owl","Farmer_v2_c1","None","E1",92.8228481846434
3127,3230,"Dog","Bard_v3_c1","Sunglasses","D3",121.68751375393006
3128,3440,"Dog","Hunter_v2_c2","Horns","F2",118.36828504432896
3129,4317,"Frog","Fighter_v3_c2","Tattoo 3","A1",108.78473630345637
3130,1663,"Stag","Mercenary_v1_c3","Marked Skin","A1",150.9450966699501
3131,3151,"Stag","Hunter_v1_c2","Earring","A3",122.91455741808588
3132,3038,"Frog 2","Magician_v4_c3","White Eyes","A3",125.27768609064042
3133,252,"Nega Tiger","Magician_v3_c1","None","F1",227.13087171394568
3134,4247,"Crow","Bard_v3_c1","Pipe","E3",109.59451094233073
3135,3747,"Frog","Farmer_v3_c3","Robotic Hand","A2",114.41589333268453
3136,4544,"Stag","Bard_v2_c1","None","A1",103.95640143398334
3137,4061,"Black Cat","Bard_v3_c1","Tattoo 5","E1",111.25377680455611
3138,3750,"Shiba Inu","Farmer_v3_c2","Beard","A1",114.40449755323867
3139,4479,"Dog","Farmer_v2_c3","Tattoo 4","A3",106.30356032575489
3140,915,"White Tiger","Medic_v1_c2","None","A1",172.70313990063795
3141,3372,"Owl","Fighter_v1_c2","Fire Aura","A2",119.30667751167908
3142,3212,"Red Panda","Farmer_v3_c1","Monocle","B1",121.92912163462861
3143,3781,"Dog","Magician_v1_c2","Antlers","D3",113.9756323346957
3144,1233,"Platypus","Detective_v2_c1","Spiked Body","D3",162.3061354203295
3145,1495,"Panda","Pirate_v2_c1","Tattoo 4","B3",154.59932305105949
